cnt,pdate,title,description,org_link,link
275,2024-01-25 05:48:00,"씨젠, 마이크로소프트와 협력 체결 발표","전 세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는데 사용되며, 이는... ",http://www.bosa.co.kr/news/articleView.html?idxno=2215354,http://www.bosa.co.kr/news/articleView.html?idxno=2215354
276,2024-01-25 05:32:00,학술지도 인공지능 변화에 주목…NEJM 'AI' 신설,"실제로 내분비학회 빅<b>데이터</b>위원회는 'ChatGPT와 의료'를 주제로 세미나를 개최하고 대화형 인공지능... NEJM AI는 ▲의료 AI 분야의 선도적인 임상의, <b>과학자</b>, 기업가들의 커버스토리 ▲AI 시스템의 임상적 평가 방법... ",https://www.medicaltimes.com/Main/News/NewsView.html?ID=1157123&ref=naverpc,https://www.medicaltimes.com/Main/News/NewsView.html?ID=1157123&ref=naverpc
277,2024-01-25 03:03:00,“의사 공무원-<b>과학자</b> 등 다양한 분야서 공중보건에 기여”,● 의사 <b>과학자</b>-공무원 선배 만나 상황실 견학은 질병관리청이 올해 처음 개설한 ‘미래 공중보건 인력을... 다양한 <b>데이터</b>를 접할 수 있는 ‘국가 바이오 빅<b>데이터</b> 구축 사업’이 인상 깊었다”고 말했다. 의대생들은... ,https://www.donga.com/news/Health/article/all/20240124/123217544/1,https://n.news.naver.com/mnews/article/020/0003544652?sid=103
278,2024-01-25 00:11:00,패러다임 Ai Smoke in LA…안갯속 AI 클럽 시대를 열다,"그들은 주로 골퍼가 아닌 <b>데이터 과학자</b>들이다. 그들은 시간이 지나면서 크게 진화한 제품을 만들어냈고, AI 기술로 상용화된 에픽 플래시를 시작으로 지금의 새로운 패러다임 Ai Smoke의 Ai 스마트 페이스를 개발해... ",http://www.golfdigest.co.kr/news/articleView.html?idxno=43790,https://sports.news.naver.com/news.nhn?oid=435&aid=0000013392
279,2024-01-24 20:34:00,"올해 &quot;지구종말시계&quot;, 작년과 같은 종말 전 90초…&quot;작년과 같지만 호전됐다는...",1947년 물리학자 알버트 아인슈타인을 비롯한 시카고대학의 <b>과학자</b>들이 만들어 격월로 발행하는 잡지인... 위성 <b>데이터</b>가 등장한 이래 가장 낮은 수치를 기록했다&quot;고 말했다. 그러면서 지난해에는 청정에너지에 대한... ,https://www.newsquest.co.kr/news/articleView.html?idxno=217171,https://www.newsquest.co.kr/news/articleView.html?idxno=217171
280,2024-01-24 18:32:00,씨젠 &quot;MS와 협업..개발자동화시스템 고도화&quot;,전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,https://www.newspim.com/news/view/20240124001062,https://www.newspim.com/news/view/20240124001062
281,2024-01-24 18:14:00,"씨젠, '질병 없는 세상' 위해 마이크로소프트와 손잡는다","전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며, 이는... ",https://www.pressman.kr/news/articleView.html?idxno=77182,https://www.pressman.kr/news/articleView.html?idxno=77182
282,2024-01-24 17:52:00,"씨젠 마이크로소프트와 기술공유사업 협력, 천종윤 &quot;체계적 모델 구축&quot;",세부적으로 전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동... 개발자동화시스템에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데... ,https://www.businesspost.co.kr/BP?command=article_view&num=340367,https://www.businesspost.co.kr/BP?command=article_view&num=340367
283,2024-01-24 17:47:00,"&quot;질병 없는 세상 만들 것&quot;…씨젠, MS와 기술협력","세계 <b>과학자</b>들이 참여해 다양한 현지 맞춤형 진단 제품을 개발하는 사업이다. 원시스템은 신드로믹 정량 PCR 기술(병원체를 한 번에 검사해 원인을 찾는 기술), SGDDS 등 씨젠의 진단 및 <b>데이터</b> 분석 기술을 포함한다.... ",https://www.hankyung.com/article/2024012483791,https://n.news.naver.com/mnews/article/015/0004940752?sid=105
284,2024-01-24 17:29:00,"'질병 없는 세상'을 위하여 씨젠, MS와 기술공유 '맞손'",기술공유 사업은 각국 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및... 애저는 SGDDS에서 생성된 방대한 <b>데이터</b>를 처리하고 분석하는 데 사용된다. 씨젠은 &quot;애저가 신뢰할 수 있는 연구... ,https://www.mk.co.kr/article/10928587,https://n.news.naver.com/mnews/article/009/0005249508?sid=103
285,2024-01-24 17:14:00,[성공예감] 몸의 노화를 늦추는 이 방법으로 뇌의 노화도 늦춥니다 – 정희원...,그래서 노화를 느리게 만드는 기전으로 <b>과학자</b>들이 가장 명확하게 알고 있는 게 뭐냐면 절식입니다.... 그러니까 아직까지 사람에서 확실한 <b>데이터</b>는 없지만 어릴 때 성장이 느린 사람들은 노화가 느릴 가능성이 꽤... ,https://news.kbs.co.kr/news/pc/view/view.do?ncd=7874131&ref=A,https://n.news.naver.com/mnews/article/056/0011648713?sid=103
286,2024-01-24 17:10:00,"씨젠, '질병없는 세상' 위해 마이크로소프트와 손잡는다","전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며, 이는... ",http://www.biztribune.co.kr/news/articleView.html?idxno=302750,http://www.biztribune.co.kr/news/articleView.html?idxno=302750
287,2024-01-24 17:04:00,"씨젠-MS, 기술공유사업 추진 협력…분자진단 분야 새 장 연다",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용된다.... ,http://www.1conomynews.co.kr/news/articleView.html?idxno=26825,http://www.1conomynews.co.kr/news/articleView.html?idxno=26825
288,2024-01-24 16:26:00,"씨젠-마이크로소프트, '질병 없는 세상' 구현 위해 협력",전 세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동·식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용된다.... ,http://www.k-health.com/news/articleView.html?idxno=69798,http://www.k-health.com/news/articleView.html?idxno=69798
289,2024-01-24 16:12:00,"씨젠, 마이크로소프트와 손잡고 AI로 진단시약 개발",각국 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템을 활용해 각종 질병에 대한 진단시약을... 여기서 생성된 방대한 <b>데이터</b>가 PCR 연구의 경계를 넓힐 것으로 씨젠은 기대하고 있다. 또 모든 사람이 <b>데이터</b>에... ,https://www.hankookilbo.com/News/Read/A2024012414400005066?did=NA,https://n.news.naver.com/mnews/article/469/0000781965?sid=101
290,2024-01-24 15:32:00,"씨젠, 마이크로소프트와 맞손... &quot;질병 없는 세상 위해 기술공유&quot;",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,https://www.healthinnews.co.kr/news/articleView.html?idxno=44082,https://www.healthinnews.co.kr/news/articleView.html?idxno=44082
291,2024-01-24 15:22:00,"씨젠, '질병 없는 세상' 위해 마이크로소프트와 맞손",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,http://www.thefirstmedia.net/news/articleView.html?idxno=137187,http://www.thefirstmedia.net/news/articleView.html?idxno=137187
292,2024-01-24 15:22:00,"씨젠·MS, 진단기술 공유사업 '맞손'",전세계 <b>과학자</b>와 전문가들에게 자사 핵심 진단 기술을 제공해 각종 질병에 대한 진단시약을 직접... 씨젠은 개발 과정에서 만들어지는 방대한 <b>데이터</b>를 처리하고 개인정보 보호를 위한 각국 규제 준수를 위해 애저를... ,https://kormedi.com/?p=1657460,https://n.news.naver.com/mnews/article/296/0000073867?sid=101
293,2024-01-24 15:08:00,"씨젠, 마이크로소프트와 '기술공유사업' 협력한다",SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호작용 및 분석 환경을 처리하는 데 사용돼... 전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 SGDDS를 활용해 사람과 동·식물의 각종 질병에 대한 진단시약을 직접... ,https://biz.newdaily.co.kr/site/data/html/2024/01/24/2024012400239.html,https://biz.newdaily.co.kr/site/data/html/2024/01/24/2024012400239.html
294,2024-01-24 15:08:00,"씨젠, 마이크로소프트와 협력… &quot;기술 공유사업 추진&quot;","세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람, 동ㆍ식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는데 사용된다.... ",http://www.hitnews.co.kr/news/articleView.html?idxno=51688,http://www.hitnews.co.kr/news/articleView.html?idxno=51688
295,2024-01-24 15:05:00,"씨젠, MS와 진단 시약개발 기술 공유 사업 전략적 협력",씨젠은 전 세계 <b>과학자</b>와 전문가들이 씨젠의 개발 자동화 시스템[SGDDS]을 활용해 사람과 동·식물의 질병을... 또 MS의 AI 기반 <b>데이터</b> 분석 플랫폼 ‘패브릭’도 도입해 <b>데이터</b> 통합·엔지니어링·모니터링 등의 기능을... ,https://news.tvchosun.com/site/data/html_dir/2024/01/24/2024012490111.html,https://n.news.naver.com/mnews/article/448/0000445294?sid=102
296,2024-01-24 14:54:00,"씨젠, MS와 손잡고 기술공유사업 추진",전 세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동‧식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용된다.... ,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3013585,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3013585
297,2024-01-24 14:49:00,"씨젠-MS, AI 활용해 '질병 없는 세상' 실현 기술공유사업 추진","세계 <b>과학자</b>와 전문가들이 현장에서 씨젠 개발자동화시스템(SGDDS)을 활용해 사람, 동·식물 각종 질병에... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용과 분석 환경을 처리하는 데 사용된다. 이는... ",https://www.etnews.com/20240124000257,https://n.news.naver.com/mnews/article/030/0003175890?sid=102
298,2024-01-24 14:38:00,"씨젠, '질병 없는 세상' 위해 마이크로소프트와 손잡는다",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동?식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,https://www.medigatenews.com/news/2804622500,https://www.medigatenews.com/news/2804622500
299,2024-01-24 14:13:00,&quot;지구 멸망까지 90초 남았다&quot;…위험 요인 '이것들' 때문,23일(현지시간) 미국 핵<b>과학자</b>회(BSA)는 '지구 종말 시계'의 초침을 지구 종말을 의미하는 자정까지 '90초'를... 위성 <b>데이터</b>가 등장한 이래 가장 낮은 수치를 기록했다&quot;고 말했다. 그러면서 지난해에는 청정에너지에 대한... ,https://www.dailian.co.kr/news/view/1320895/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002792725?sid=104
300,2024-01-24 14:06:00,"씨젠, 마이크로소프트와 협업…“차세대 진단장비 개발”","씨젠은 전 세계 <b>과학자</b>와 전문가들이 씨젠의 개발 자동화 시스템(SGDDS)을 활용해 사람과 동·식물의 질병을... SGDDS에서 생성된 방대한 <b>데이터</b>가 연구자에게 신뢰할 수 있는 연구 환경을 제공하고, 개인정보 보호와 각국의... ",http://www.kukinews.com/newsView/kuk202401240105,http://www.kukinews.com/newsView/kuk202401240105
301,2024-01-24 14:02:00,"씨젠, '질병 없는 세상' 위해 마이크로소프트와 손잡는다",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,http://www.issuenbiz.com/news/articleView.html?idxno=36897,http://www.issuenbiz.com/news/articleView.html?idxno=36897
302,2024-01-24 13:52:00,"씨젠, '질병 없는 세상' 실현 위해 MS와 협력",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용과 분석 환경을 처리하는 데 사용된다. 이는... ,http://www.smedaily.co.kr/news/articleView.html?idxno=279860,http://www.smedaily.co.kr/news/articleView.html?idxno=279860
303,2024-01-24 13:38:00,"씨젠, 마이크로소프트와 맞손 “분자진단 새 장 연다”",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동·식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,https://www.dailian.co.kr/news/view/1320872/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002792702?sid=101
304,2024-01-24 13:27:00,"지구 종말까지 남은 시간 ‘90초’, 이유 들어보니…","23일(현지시간) 미국 핵<b>과학자</b>회(BSA)는 지구 종말을 의미하는 자정까지 지구 종말 시계의 초침을 지난해와... 위성 <b>데이터</b>가 등장한 이래 가장 낮은 수치를 기록했다”고 했다. 한편, 1945년 알베르트 아인슈타인 등이... ",https://health.chosun.com/site/data/html_dir/2024/01/24/2024012401603.html,https://n.news.naver.com/mnews/article/346/0000069619?sid=004
305,2024-01-24 13:27:00,[강석기의 과학카페] 항생제 내성 박테리아와의 전쟁서 이길 수 있을까,밝힌 <b>과학자</b> 세 사람에게 돌아갔다. 이들은 그나마 덩치가 작은 박테리아 리보솜을 연구했는데 그럼에도... 책에서 라마크리슈난은 2001년 놀러 팀의 논문 내용이 실은 스타이츠의 큰 단위체 구조 <b>데이터</b>와 자신의 작은... ,https://www.dongascience.com/news/view/63491,https://n.news.naver.com/mnews/article/584/0000025736?sid=110
306,2024-01-24 12:58:00,"'과학도, 연구도 아니고 터무니 없다'…&quot;한방난임치료 지원 철회&quot;",이는 &quot;기본적인 소양을 갖춘 <b>과학자</b>라면 누구나 할 수 있는 판단&quot;이라고도 했다. 원인불명 난임 진단을... 그나마 이를 정확히 판단할 수 있는 객관적인 <b>데이터</b>조차 수집하지 않은 경우가 대부분&quot;이라고 했다.... ,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3013588,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3013588
307,2024-01-24 12:15:00,"씨젠, ‘질병 없는 세상’ 위해 마이크로소프트와 전략적 제휴",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동·식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,http://www.joseilbo.com/news/news_read.php?uid=508331&class=17&grp=,https://n.news.naver.com/mnews/article/123/0002326042?sid=101
308,2024-01-24 12:08:00,"씨젠, 마이크로소프트와 진단 시약개발 기술 공유 사업 전략적 협력",씨젠은 전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용된다.... ,http://www.worktoday.co.kr/news/articleView.html?idxno=47887,http://www.worktoday.co.kr/news/articleView.html?idxno=47887
309,2024-01-24 11:35:00,MS와 제휴 씨젠 “질병 없는 세상 만든다”,세계의 <b>과학자</b>와 전문가들이 현장에서 씨젠의 ‘개발자동화시스템(SGDDS)’을 활용해 사람과 동·식물의... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호작용 및 분석환경을 처리하는 데 사용된다. 이는... ,http://news.heraldcorp.com/view.php?ud=20240124000486,https://n.news.naver.com/mnews/article/016/0002256885?sid=101
310,2024-01-24 11:16:00,"씨젠, 마이크로소프트와 손잡고 기술공유사업 추진",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용된다.... ,https://www.econovill.com/news/articleView.html?idxno=643494,https://www.econovill.com/news/articleView.html?idxno=643494
311,2024-01-24 11:16:00,"씨젠, '질병 없는 세상' 위해 마이크로소프트와 손잡아",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,http://www.ngonews.kr/news/articleView.html?idxno=147024,http://www.ngonews.kr/news/articleView.html?idxno=147024
312,2024-01-24 11:12:00,"씨젠-마이크로소프트, '질병 없는 세상' 위해 기술공유사업 협력키로",전 세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동·식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,http://www.biotimes.co.kr/news/articleView.html?idxno=13602,http://www.biotimes.co.kr/news/articleView.html?idxno=13602
313,2024-01-24 11:10:00,"씨젠, '질병 없는 세상' 위해 마이크로소프트와 손잡는다",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,http://www.lkp.news/news/articleView.html?idxno=42846,http://www.lkp.news/news/articleView.html?idxno=42846
314,2024-01-24 11:08:00,"씨젠, MS와 손잡고 '팬데믹 대응 신약개발' 잰걸음","기술공유사업은 씨젠이 질병없는 세상을 실현하기 위해 지난해 선포한 글로벌 전략으로, 전세계 <b>과학자</b>와... SGDDS에서 생성된 방대한 <b>데이터</b>는 MS 애저 AI를 통해 PCR 연구의 범위를를 넓히고 민감한 개인정보를 보호할... ",https://www.ekn.kr/web/view.php?key=20240124010007050,https://www.ekn.kr/web/view.php?key=20240124010007050
315,2024-01-24 11:07:00,"지구 종말 시계, 종말까지 90초...핵 위협·AI 등이 변수",레이첼 브론슨 미국 핵<b>과학자</b>회(BSA) 회장은 현지 시각 23일 '지구 종말 시계'의 초침을 자정까지 '90초'를... 위성 <b>데이터</b>가 등장한 이래 가장 낮은 수치를 기록했다&quot;고 말했습니다. 그러면서 청정에너지에 대한 신규... ,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00008&news_seq_no=4997395,https://n.news.naver.com/mnews/article/057/0001795105?sid=104
316,2024-01-24 10:54:00,"씨젠, '질병 없는 세상' 위해 MS와 맞손…기술공유 사업 추진",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람·동물·식물 등의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 △연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경 처리에 사용 △신뢰할 수... ,https://www.cstimes.com/news/articleView.html?idxno=576675,https://www.cstimes.com/news/articleView.html?idxno=576675
317,2024-01-24 10:54:00,마이크로소프트가 선도하는 AI와 양자컴퓨팅을 활용한 혁신,관한 <b>데이터</b>를 학습한 AI를 사용해 3200만 종류의 후보 재료 가운데 전고체 배터리의 전해질에 적합한 총... <b>과학자</b>들은 고도의 과학적 문제를 다루기 위해서는 적어도 5년은 걸릴 것으로 본다. MS는 시뮬레이션에 의한... ,http://www.g-enews.com/ko-kr/news/article/news_all/20240124081705198137926aa152_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/20240124081705198137926aa152_1/article.html
318,2024-01-24 10:46:00,"씨젠-MS, ‘질병 없는 세상’ 글로벌 비전 실천…분자진단의 새로운 장 예고","전 세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동·식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며, 이는... ",https://www.sportsseoul.com/news/read/1393322?ref=naver,https://n.news.naver.com/mnews/article/468/0001024692?sid=101
319,2024-01-24 10:44:00,"지구 종말까지 '90초' 남았다..&quot;핵위협, 온난화가 요인&quot;",미국 핵<b>과학자</b>회(BSA)는 23일(현지시간) '지구 종말 시계'의 초침을 지구 종말을 의미하는 자정까지 '90초'를... 위성 <b>데이터</b>가 등장한 이래 가장 낮은 수치를 기록했다&quot;라고 했다. 그러면서 지난해에는 청정에너지에 대한... ,http://www.fnnews.com/news/202401241008481789,https://n.news.naver.com/mnews/article/014/0005132533?sid=104
320,2024-01-24 10:42:00,"씨젠, '질병 없는 세상' 위해 마이크로소프트와 협업",기술공유사업은 씨젠이 질병 없는 세상을 구현하기 위해 추진하는 글로벌 전략으로 전 세계 <b>과학자</b>와... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리 사용되며 이는 신뢰할 수... ,http://www.g-enews.com/ko-kr/news/article/news_all/2024012409420181653d7a510102_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/2024012409420181653d7a510102_1/article.html
321,2024-01-24 10:40:00,분자진단기업 씨젠 마이크로소프트와 협력,전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동·식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,https://www.skyedaily.com/news/news_view.html?ID=219314,https://www.skyedaily.com/news/news_view.html?ID=219314
322,2024-01-24 10:40:00,"씨젠, ‘질병 없는 세상’ 위해 마이크로소프트와 '맞손'",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,http://www.yakup.com/news/index.html?mode=view&cat=12&nid=289718,http://www.yakup.com/news/index.html?mode=view&cat=12&nid=289718
323,2024-01-24 10:38:00,[글로벌] 구글 생성 AI 의료 챗봇 테스트했더니…&quot;인간 의사보다 낫네&quot;,싱가포르 듀크-NUS 의과대학의 임상 AI <b>과학자</b>인 다니엘 팅은 챗봇 알고리즘이 훈련 <b>데이터</b> 세트에 반영되지 않은 인종 및 소수 집단에 불이익을 주지 않도록 하는 것이 필수라고 강조했다. 또한 LLM 플랫폼의 경우... ,http://www.itdaily.kr/news/articleView.html?idxno=219861,http://www.itdaily.kr/news/articleView.html?idxno=219861
324,2024-01-24 10:38:00,"&quot;지구 종말 시계, 남은 시간 90초&quot;...전쟁·기후변화 영향",&quot;지구 종말까지 90초 남았다&quot; 미국 핵<b>과학자</b>회(BSA)가 올해 공개한 '지구 종말(둠스데이) 시계'의 초침. 사진... 위성 <b>데이터</b>가 등장한 이래 가장 낮은 수치를 기록했다&quot;고 말했다. 그러면서 지난해에는 청정에너지에... ,https://wemakenews.co.kr/news/view.php?no=17984,https://wemakenews.co.kr/news/view.php?no=17984
325,2024-01-24 10:34:00,"씨젠, '질병 없는 세상' 위해 마이크로소프트와 손잡는다",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,http://www.startuptoday.co.kr/news/articleView.html?idxno=168157,http://www.startuptoday.co.kr/news/articleView.html?idxno=168157
326,2024-01-24 10:34:00,"씨젠, 마이크로소프트와 '질병 없는 세상' 위해 맞손",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동·식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,https://it.chosun.com/news/articleView.html?idxno=2023092108953,https://it.chosun.com/news/articleView.html?idxno=2023092108953
327,2024-01-24 10:27:00,"씨젠, '질병 없는 세상' 위해 마이크로소프트와 손잡는다",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,https://www.polinews.co.kr/news/articleView.html?idxno=632346,https://www.polinews.co.kr/news/articleView.html?idxno=632346
328,2024-01-24 10:12:00,"씨젠, '질병 없는 세상' 위해 마이크로소프트와 손잡는다",전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동∙식물의 각종... SGDDS에서 생성된 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며... ,http://www.sisacast.kr/news/articleView.html?idxno=50005,http://www.sisacast.kr/news/articleView.html?idxno=50005
329,2024-01-24 10:08:00,"‘질병 없는 세상’ 위해…씨젠, MS와 전략적 협업","전세계 <b>과학자</b>와 전문가들이 현장에서 씨젠의 개발자동화시스템(SGDDS)을 활용해 사람 및 동‧식물의 각종... 방대한 <b>데이터</b>는 연구자를 위한 <b>데이터</b> 상호 작용 및 분석 환경을 처리하는 데 사용되며, 이는 신뢰할 수... ",https://zdnet.co.kr/view/?no=20240124100700,https://n.news.naver.com/mnews/article/092/0002319066?sid=105
