cnt,pdate,title,description,org_link,link
23,2024-02-15 15:21:00,"문체부, 국제사회 소통 위해 외신 AI 기반 플랫폼 구축 추진",지스트는 지난달 말 분야별 <b>전문가</b>들로 구성한 민간위탁운영위원회 심의를 통해 업무협약 기관으로 선정됐으며 이번 협약에 따라 2026년까지 '<b>인공지능</b> 기반 외신 빅데이터 분석 플랫폼'을 구축한다. 지스트는 고성능... ,https://www.dt.co.kr/contents.html?article_no=2024021502109931078006&ref=naver,https://n.news.naver.com/mnews/article/029/0002855454?sid=105
24,2024-02-15 15:20:00,"<b>인공지능</b>에 손대기 시작한 해킹 단체들, 시작은 미약하지만 끝은 창대할지도",<b>인공지능</b>이 공격에 활용되는 건 가설도 아니고 공상도 아니며 기술 회의론자들의 과대망상도 아니다.... 해킹 <b>전문가</b>들이다. 이들은 오픈AI의 대형 언어 모델을 사용해 기본적인 스크립팅 작업을 해결하고 있는... ,http://www.boannews.com/media/view.asp?idx=126719&kind=,http://www.boannews.com/media/view.asp?idx=126719&kind=
25,2024-02-15 15:20:00,"CJ대한통운, 美 ‘매니페스트 2024' 참가…&quot;K-물류 전파&quot;","올해 행사에는 물류 분야를 선도하는 4500여명의 업계 <b>전문가</b>들이 현장을 찾았다. 로봇 공학, 기술 플랫폼... CJ대한통운은 TES(기술·엔지니어링·시스템)기술에 기반한 빅데이터·AI(<b>인공지능</b>) 등 첨단기술을 토대로... ",https://www.theguru.co.kr/news/article.html?no=66606,https://www.theguru.co.kr/news/article.html?no=66606
26,2024-02-15 15:20:00,미래에셋생명 플래그십 펀드 누적수익률 70% 돌파,글로벌 자산배분 <b>전문가</b>가 매분기 시장 상화에 맞춰 펀드 간 비중을 조정해 운용한다. 글로벌 MVP60은... 유지하며 <b>인공지능</b>(AI)을 통해 수익모델을 다양화할 미국 소프트웨어 기업들에 대한 투자비중을 크게 늘렸다.... ,https://www.dailian.co.kr/news/view/1328720/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002799919?sid=101
27,2024-02-15 15:20:00,[오전 주요 국제금융뉴스] (15일),이는 월스트리트저널(WSJ)이 집계한 <b>전문가</b> 전망치 4.0%와 지난해 12월의 실업률 3.9%를 모두 웃돈... 먼스터는 <b>인공지능</b>(AI)이 주도하는 증시 강세장 전망은 여전히 유효하다면서도 금리 인하 베팅엔 신중해야... ,https://news.einfomax.co.kr/news/articleView.html?idxno=4298644,https://news.einfomax.co.kr/news/articleView.html?idxno=4298644
28,2024-02-15 15:18:00,"미래에셋증권, '이번 주 챙겨볼 금융상품' 조회수 100만 돌파",미래에셋증권 관계자는 &quot;현재 <b>인공지능</b> 역할이 투자자의 자산배분을 넘어 금융 상품 추천까지 확장되고 있지만 실제로 고객들은 투자결정을 할 때 <b>전문가</b>의 도움을 필요로 하고 있다&quot;며 &quot;투자 경험이 적은 초보... ,http://www.smarttimes.co.kr/news/articleView.html?idxno=16447,http://www.smarttimes.co.kr/news/articleView.html?idxno=16447
29,2024-02-15 15:16:00,"샌즈랩, 구축형 보안 전문 sLLM '샌디' 개발","또한 기존에 사람이 직접 했던 보고서 요약 및 교정, 기업 내 햬킹 대응 정보 검색을 대신 수행할 수 있는 <b>인공지능</b> 사이버 보안 <b>전문가</b>다. 생성형 AI 기반 구축형 사이버보안 모델 샌디 예시 자료 샌즈랩은 그간 사이버... ",http://www.itdaily.kr/news/articleView.html?idxno=220415,http://www.itdaily.kr/news/articleView.html?idxno=220415
30,2024-02-15 15:13:00,"[전자파학회 동계학술대회]전파기술, 양자부터 우주국방까지 영토 확장",행사에는 산·학·연·관 <b>전문가</b>와 학생 등 1200명이 넘는 인원이 참여해 성황을 이뤘다. 대회를 앞두고 471편의... 조원민 책임연구원은 <b>인공지능</b>(AI)을 활용한 레이다 데이터 처리·분석 방안을 제시했다. ◇한국의 IMS 표방... ,https://www.etnews.com/20240215000276,https://n.news.naver.com/mnews/article/030/0003181268?sid=105
31,2024-02-15 15:12:00,"미래에셋證, '이번 주 챙겨볼 금융상품' 조회수 100만 돌파",미래에셋증권 관계자는 &quot;현재 <b>인공지능</b> 역할이 투자자의 자산배분을 넘어 금융 상품 추천까지 확장되고 있지만 실제로 고객들은 투자결정을 할 때 <b>전문가</b>의 도움을 필요로 하고 있다&quot;며 &quot;특히 투자 경험이 적은 초보... ,http://www.greenpostkorea.co.kr/news/articleView.html?idxno=215724,http://www.greenpostkorea.co.kr/news/articleView.html?idxno=215724
32,2024-02-15 15:12:00,"한컴, 임직원 대상 'AI 테크데이' 개최",[사진=한글과컴퓨터] 한글과컴퓨터가 임직원이 한자리에 모여 <b>인공지능</b>(AI) 사업을 논의하고 공유하는 'AI... 외부 <b>전문가</b>와 개발자를 초청해서 한컴의 AI 기술 역량을 향상하는 장으로 활용하겠다&quot;고 말했다. 이어... ,https://www.ajunews.com/view/20240215150932885,https://www.ajunews.com/view/20240215150932885
33,2024-02-15 15:06:00,"곡성군, 행안부 데이터기반행정 평가 3년 연속‘최고등급’","민간<b>전문가</b>로 구성된 점검단은 '데이터기반행정 관리체계'와 '데이터 공동활용', '데이터 분석 및 정책활용... 군에서는 데이터기반행정 역량문화 조성을 위해 데이터 기술의 변화에 따른 <b>인공지능</b> ChatGPT 직원교육과... ",http://www.metroseoul.co.kr/article/20240215500467,http://www.metroseoul.co.kr/article/20240215500467
34,2024-02-15 15:04:00,"하나은행, 여의도에 연금 VIP손님 전문 상담센터 오픈",뿐만 아니라 세무·부동산·상속·증여 등 자산관리 전 분야의 <b>전문가</b>와 연계한 하나은행만의 특화된... 또한 모바일 연금닥터 서비스와 AI(<b>인공지능</b>) 연금투자솔루션 등 비대면 채널에서도 차별화된 자산관리... ,http://www.whitepaper.co.kr/news/articleView.html?idxno=232122,http://www.whitepaper.co.kr/news/articleView.html?idxno=232122
35,2024-02-15 15:02:00,"연세대학교 미래교육원, 비전공자를 위한 '제2기 빅데이터 <b>전문가</b> 과정' 수강...","연세대학교 미래교육원은 '제2기 빅데이터 <b>전문가</b> 과정' 수강생을 모집한다고 밝혔다. 빅데이터와 <b>인공지능</b> 시대가 도래하면서 데이터 분석은 모든 직장인의 고민거리인 동시에 필수적인 과제가 되었고, 이제는 마케팅... ",https://www.imaeil.com/page/view/2024021514301698980,https://n.news.naver.com/mnews/article/088/0000862409?sid=102
36,2024-02-15 14:58:00,"한컴, 'AI 테크데이' 진행…&quot;AI 사업 전략 공유&quot;",사진/한글과컴퓨터 한글과컴퓨터는 임직원이 한자리에 모여 <b>인공지능</b>(AI) 사업을 논의하고 공유하는 'AI... 임직원은 물론 외부 <b>전문가</b>와 개발자를 초청해서 한컴의 AI 기술 역량을 향상하는 장으로 활용하겠다&quot;고 말했다.,http://www.smedaily.co.kr/news/articleView.html?idxno=281769,http://www.smedaily.co.kr/news/articleView.html?idxno=281769
37,2024-02-15 14:56:00,"뷰런테크놀로지, 前 스트라드비젼 CTO 제홍모 전격 영입","이번에 뷰런에서 전격 영입한 제홍모 총괄(52세)은 올라웍스, 인텔코리아, 스트라드비젼 등 20년 이상 국내외에서 현장 경험을 쌓아온 국내 최고 AI(<b>인공지능</b>)분야 <b>전문가</b>중 한 명이다. 특히, 최고기술책임자로... ",https://www.epnc.co.kr/news/articleView.html?idxno=240724,https://www.epnc.co.kr/news/articleView.html?idxno=240724
38,2024-02-15 14:54:00,"한국국학진흥원 부설 한문교육원, 한문 번역 <b>전문가</b> 배출","정종섭 원장은 한문 번역 <b>전문가</b>가 되기 위한 과정을 훌륭히 마친 졸업생들을... <b>인공지능</b> 이 인간의 많은 일과 일자리를 앗아간다고 하지만, 인간의 내적 섬세함과... ",http://www.breaknews.com/1015943,http://www.breaknews.com/1015943
39,2024-02-15 14:54:00,"카카오, 2023년 4분기 실적발표 컨퍼런스콜 전문","최근에는 전 국민이 생활 속에서 <b>인공지능</b>(AI)을 경험할 수 있도록 카카오톡과 AI를 결합하는 실험을... 외부 <b>전문가</b>와 검토 중입니다. 이 부분의 회계처리 변경은 손익에 영향을 미치지 않으며, 3월 중 사업보고서 공시... ",http://www.thelec.kr/news/articleView.html?idxno=25967,http://www.thelec.kr/news/articleView.html?idxno=25967
40,2024-02-15 14:50:00,"샌즈랩, 생성형 AI와 데이터셋으로 보안 산업 기술 혁신의 기준 제시","즉, SANDY는 기존에 사람이 직접 했던 보고서 요약 및 교정, 기업 내 해킹 대응 정보 검색을 대신 수행할 수 있는 <b>인공지능</b> 사이버 보안 <b>전문가</b>이다.샌즈랩 김기홍 대표는 “사이버 위협 인텔리전스와 <b>인공지능</b> 학습용... ",http://www.boannews.com/media/view.asp?idx=126715&kind=,http://www.boannews.com/media/view.asp?idx=126715&kind=
41,2024-02-15 14:50:00,미래에셋생명 변액펀드 '글로벌 MVP60' 누적수익률 70% 돌파,자산배분 <b>전문가</b>가 매 분기 시장상황에 맞춰 펀드간 비중을 조정하며 운용하고 있다. 펀드 변경이... 유지하며 <b>인공지능</b>(AI)을 통해 수익모델을 다양화할 미국 소프트웨어 기업들에 대한 투자비중을 크게 늘렸다.... ,http://www.smedaily.co.kr/news/articleView.html?idxno=281766,http://www.smedaily.co.kr/news/articleView.html?idxno=281766
42,2024-02-15 14:50:00,"샌즈랩, 구축형 sLLM '샌디' 개발…글로벌 기술 개발 강화","있는 <b>인공지능</b> 사이버 보안 <b>전문가</b>이다. 샌즈랩 김기홍 대표는 &quot;사이버 위협 인텔리전스와 <b>인공지능</b> 학습용 데이터셋을 효과적으로 활용하려는 민관의 노력들이 보안 기술의 발전으로 이어지게 되고, 보안 산업의... ",http://www.it-b.co.kr/news/articleView.html?idxno=73725,http://www.it-b.co.kr/news/articleView.html?idxno=73725
43,2024-02-15 14:48:00,새 도약 노리는 귀뚜라미…올해 해외 진출 박차,"최 회장은 “생성형 <b>인공지능</b> 기술이 가져올 사업 전반에 대한 대변화에 적극적으로 대응해 그룹 비전에... 김 대표는 1994년 대우전자에 입사해 폴란드, 독일, 이탈리아, 미국, 중국 등에서 30년간 근무한 해외 <b>전문가</b>로... ",https://www.etoday.co.kr/news/view/2331282,https://www.etoday.co.kr/news/view/2331282
44,2024-02-15 14:46:00,"글로벌 기업 40% &quot;AI 도입, 아직 검토 단계&quot;","IBM 글로벌 AI 도입 지수 2023 표지  지난해 기준 40%의 기업이 <b>인공지능</b>(AI) 도입을 검토 중이며, 42%가... IT <b>전문가</b>를 대상으로 실시한 결과다. 직원이 1,000명 이상인 기업 50%, 5,000명 이상인 기업 50%로 구성된... ",http://www.itdaily.kr/news/articleView.html?idxno=220407,http://www.itdaily.kr/news/articleView.html?idxno=220407
45,2024-02-15 14:44:00,"곡성군, 데이터기반행정 평가 3년 연속 '최고 등급'","민간<b>전문가</b>로 구성된 점검단은 '데이터기반행정 관리체계'와 '데이터 공동활용', '데이터 분석 및 정책활용... 군에서는 데이터기반행정 역량문화 조성을 위해 데이터 기술의 변화에 따른 <b>인공지능</b> 챗GPT 직원교육과 홍보... ",https://daily.hankooki.com/news/articleView.html?idxno=1052049,https://daily.hankooki.com/news/articleView.html?idxno=1052049
46,2024-02-15 14:39:00,北·中·러시아 해커도 챗GPT 활용…오픈AI “확인 뒤 접근 차단”,"북한과 중국, 러시아, 이란 등과 연계된 해커집단들도 생성형 <b>인공지능</b>(AI) 챗GPT를 활용하는 것으로... 다만 일부 <b>전문가</b>들이 우려한 것처럼 해커들이 AI의 힘을 빌려 지금껏 상상하지 못했던 공격법을 창조한 경우는... ",https://biz.chosun.com/it-science/ict/2024/02/15/NLXMYBEVWZHW3OFDRA6K2243FM/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0000970597?sid=105
47,2024-02-15 14:38:00,&quot;생산성 혁신으로 저출산·고령화 극복해야&quot;,"Vehicles), <b>인공지능</b>(Artificial Intelligence) 등 신기술 분야에서 혁신을 주도했던 일본이 현재는 젊은 인재들의... 고숙련 <b>전문가</b>를 활용할 수 있는 직무 분석 및 발굴 등이 필요하다”고 말했다. 해외 전문인력을 국내로... ",https://www.dailian.co.kr/news/view/1328685/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002799892?sid=101
48,2024-02-15 14:34:00,"미래에셋, '이번 주 챙겨볼 금융상품' 조회수 100만 돌파",미래에셋증권 관계자는 '현재 <b>인공지능</b> 역할이 투자자의 자산배분을 넘어 금융 상품 추천까지 확장되고 있지만 실제로 고객들은 투자결정을 할 때 <b>전문가</b>의 도움을 필요로 하고 있다&quot;며 &quot;특히 투자 경험이 적은 초보... ,http://www.newsbrite.net/news/articleView.html?idxno=180807,http://www.newsbrite.net/news/articleView.html?idxno=180807
49,2024-02-15 14:28:00,&quot;삼성전자 살 필요 없네&quot;…75% 오른 반도체 ETF는 어디?,AI(<b>인공지능</b>) 산업이 증시의 주도 테마로 등장하면서 글로벌 반도체 기업들의 주가가 상승했다. 특히 GPU... <b>전문가</b>들은 개별 종목에 투자하는 것보다 유망한 글로벌 반도체 기업을 묶어서 투자할 수 있는 ETF가... ,http://news.mt.co.kr/mtview.php?no=2024021508273928616,https://n.news.naver.com/mnews/article/008/0004999148?sid=101
50,2024-02-15 14:28:00,"네트워크 수요 부진에 실적 꺾인 시스코, 'AI 보안' 승부수 될까","업계 안팎에서는 시스코가 네트워킹 장비를 넘어 <b>인공지능</b>(AI)·보안을 필두로 체질 개선에 나선 만큼... 시스코는 연간 매출을 515억~525억달러로 예상한다고 밝혔는데, 이는 <b>전문가</b>들이 내놓은 전망치 542억달러보다... ",https://www.ddaily.co.kr/page/view/2024021511441277996,https://n.news.naver.com/mnews/article/138/0002166894?sid=105
51,2024-02-15 14:26:00,"미래에셋증권, '이번 주 챙겨볼 금융상품' 조회수 100만 돌파",미래에셋증권 관계자는 &quot;현재 <b>인공지능</b> 역할이 투자자의 자산배분을 넘어 금융 상품 추천까지 확장되고 있지만 실제로 고객들은 투자결정을 할 때 <b>전문가</b>의 도움을 필요로 하고 있다&quot;며 &quot;투자 경험이 적은 초보... ,https://www.newspim.com/news/view/20240215000774,https://www.newspim.com/news/view/20240215000774
52,2024-02-15 14:26:00,"제주도체육회, 제주도민체전 준비기획단 구성 본격 대회 준비","개·폐회식은 생성형 <b>인공지능</b> 서비스 구현, 드론쇼 등 대회 비전인 '즐거운 체육, 건강한 도민, 최고의 제주... 등)은 <b>전문가</b>에 의뢰해 제작할 계획이다. 올해 제58회를 맞은 도민체전은 오는 4월 19일부터 21일까지 사흘간... ",http://www.joynews24.com/view/1687257,http://www.joynews24.com/view/1687257
53,2024-02-15 14:22:00,"TRAIN, 'AI 신뢰성' 강화 첫 국제 심포지엄 연다","'신뢰할 수 있는 <b>인공지능</b> 국제 연대(TRAIN 글로벌)'가 처음으로 국제 심포지엄을 열고, 각국의 AI 신뢰성... AI 신뢰성 <b>전문가</b> 양성 과정과 관련 자격증의 필요성, 각국의 AI 교육 로드맵 등이 주요하게 다뤄진다.... ",http://www.koit.co.kr/news/articleView.html?idxno=120559,http://www.koit.co.kr/news/articleView.html?idxno=120559
54,2024-02-15 14:16:00,"&quot;AI기술의 확산, SMB에게 기회 제공&quot;",다쏘시스템이 사이트리서치에 의뢰해 진행한 <b>인공지능</b>(AI) 관련 설문조사 결과를 공유하고 AI기술 확산이 중소기업(SMB)에 새로운 기회를 제공할 것이라는 전망을 발표했다. 이번 조사에 참여한 미국과 유럽의 기술<b>전문가</b>... ,https://www.itbiznews.com/news/articleView.html?idxno=125789,https://www.itbiznews.com/news/articleView.html?idxno=125789
55,2024-02-15 14:14:00,이종호 장관 &quot;마이칩 지원 6배 늘려 반도체 <b>전문가</b> 육성&quot;,설계 <b>전문가</b> 육성을 확대한다. 이종호 과기정통부 장관은 15일 대전 한국전자통신연구원(ETRI)에서 열린 'My... 이를 위해 올해 약 6361억 원을 투자해 <b>인공지능</b>(AI) 반도체·첨단 패키징 등을 위한 신규사업을 착수하고... ,https://www.sedaily.com/NewsView/2D5DBPA3XF,https://n.news.naver.com/mnews/article/011/0004299978?sid=105
56,2024-02-15 14:12:00,"산업부, '통상전략 협의회' 분과회의 개최…&quot;국제적 통상규범 대응방안 등 논...",다수의 <b>전문가</b> 등이 참여했다. 이날 회의에서는 ▲글로벌 통상규범 변화와 대응방안 ▲<b>인공지능</b>(AI) 규범과 글로벌 패권경쟁 ▲기후변화 등 환경과 통상규범 연계동향 등 세 가지 주제에 대해 발제와 토론을 진행했다.... ,http://www.econonews.co.kr/news/articleView.html?idxno=326512,http://www.econonews.co.kr/news/articleView.html?idxno=326512
